"イキタイ","サ活","サウナ飯","ターゲット","市区町村","施設名","施設タイプ","住所","TEL","HP","定休日","営業時間","料金","URL","CREATE_AT"
"476","650","40","対象：男女","群馬県 吾妻郡草津町","草津温泉 大滝乃湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","群馬県 吾妻郡草津町 草津596-13","0279-88-2600","http://ohtakinoyu.com/","-","月曜日: 9時00分～21時00分\n火曜日: 9時00分～21時00分\n水曜日: 9時00分～21時00分\n木曜日: 9時00分～21時00分\n金曜日: 9時00分～21時00分\n土曜日: 9時00分～21時00分\n日曜日: 9時00分～21時00分","2022年7月1日料金改定\n大人 980円\n子供 450円","https://sauna-ikitai.com/saunas/1090","2022/08/09 22:43:24"
"474","762","10","対象：男女","東京都 豊島区","宮下湯","銭湯（公衆浴場）","東京都 豊島区 巣鴨1-30-2","03-3941-0379","https://www.1010.or.jp/map/item/item-cnt-546","木曜日","月曜日: 15時00分～1時00分\n火曜日: 15時00分～1時00分\n水曜日: 15時00分～1時00分\n木曜日: 定休日\n金曜日: 15時00分～1時00分\n土曜日: 15時00分～1時00分\n日曜日: 15時00分～1時00分\n※当面24時までとの貼紙有","680円(バスタオル付き)\nフェイスタオルは言えば無料で貸してくれます\n基本料金480円にサウナ代200円をプラスするシステム。","https://sauna-ikitai.com/saunas/1679","2022/08/09 22:43:27"
"469","1996","56","対象：男女","東京都 稲城市","よみうりランド 丘の湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","東京都 稲城市 矢野口3302-8","044-969-1126","http://www.yomiuriland.com/okanoyu/","不定休","月曜日: 10時00分～0時00分\n火曜日: 10時00分～0時00分\n水曜日: 10時00分～0時00分\n木曜日: 10時00分～0時00分\n金曜日: 10時00分～0時00分\n土曜日: 10時00分～0時00分\n日曜日: 10時00分～0時00分","一般\n大人平日 720円 土日祝 820円\n小人平日 450円 土日祝 500円\n\n会員\n大人平日 670円 土日祝 770円\n小人平日 400円 土日祝 450円\n※会員入会手数料 210円\n※子どもは小学生迄（2歳以下は無料）","https://sauna-ikitai.com/saunas/4341","2022/08/09 22:43:30"
"468","1202","49","対象：男女","神奈川県 横須賀市","のぼり雲","温浴施設（スーパー銭湯・サウナ・スパ施設）","神奈川県 横須賀市 佐野町4-5","046-851-2617","http://www.noborigumo.jp/","不定休。メンテナンスのため月1回休館日あり。","月曜日: 9時00分～0時00分\n火曜日: 9時00分～0時00分\n水曜日: 9時00分～0時00分\n木曜日: 9時00分～0時00分\n金曜日: 9時00分～0時00分\n土曜日: 9時00分～0時00分\n日曜日: 9時00分～0時00分\nいずれも最終入館は23時。","入館料1000円\nバスタオル・フェイスタオル・館内着のレンタルは別途320円。\n土日祝日繁忙期は1100円になりました。","https://sauna-ikitai.com/saunas/2416","2022/08/09 22:43:33"
"467","1461","59","対象：男女","京都府 京都市","白山湯 六条店","銭湯（公衆浴場）","京都府 京都市 下京区新町通六条下ル艮町893","075-351-2733","http://www.eonet.ne.jp/~hakusanyu/index.html","水曜日","月曜日: 15時00分～0時00分\n火曜日: 15時00分～0時00分\n水曜日: 定休日\n木曜日: 15時00分～0時00分\n金曜日: 15時00分～0時00分\n土曜日: 7時00分～0時00分\n日曜日: 7時00分～0時00分","-","https://sauna-ikitai.com/saunas/2719","2022/08/09 22:43:36"
"465","924","12","対象：男女","東京都 世田谷区","世田谷温泉 四季の湯","銭湯（公衆浴場）","東京都 世田谷区 桜丘2-18-26","03-3427-6312","https://www.setagaya1010.tokyo/guide/setagaya-onsen-shiki-no-yu/","月曜日","※コロナの影響で当面のあいだは\n営業時間が15:00-23:00になります。\n月曜日: 定休日\n火曜日: 15時00分～0時00分\n水曜日: 15時00分～0時00分\n木曜日: 15時00分～0時00分\n金曜日: 15時00分～0時00分\n土曜日: 15時00分～0時00分\n日曜日: 15時00分～0時00分","・入浴料480円\n・サウナ300円\n・サウナセット(タオルセット付き) 780円\n入り口の券売機でチケットを購入します\n※現在はコロナの人数制限のため、サウナは番台でチケットを買います。","https://sauna-ikitai.com/saunas/1959","2022/08/09 22:43:39"
"459","969","58","対象：男女","埼玉県 熊谷市","花湯スパリゾート","温浴施設（スーパー銭湯・サウナ・スパ施設）","埼玉県 熊谷市 上之1005","048-501-1126","http://hanayuspa.jp/","年中無休","10時00分～23時00分","■平日800円、土日祝950円　■岩盤浴（ロウリュウ）平日650円、土日祝750円\n\n【夜割】\n18:00以降の入館はコース料金より100円引\n\n【土日祝特定日】\n基本料金での利用は5時間まで　※超過した場合は、延長料金400円が自動加算\n\nレンタル館内着追加 200円\nレンタルタオルセット追加 200円","https://sauna-ikitai.com/saunas/4583","2022/08/09 22:43:41"
"457","2655","136","対象：男女","千葉県 市原市","薬湯市原店(内房薬湯健康センター)","温浴施設（スーパー銭湯・サウナ・スパ施設）","千葉県 市原市 八幡973","0436-42-1126","http://www.yakutou-ichihara.com/","-","月曜日: 24 時間営業\n火曜日: 24 時間営業\n水曜日: 24 時間営業\n木曜日: 24 時間営業\n金曜日: 24 時間営業\n土曜日: 24 時間営業\n日曜日: 24 時間営業","早朝5時〜深夜2時\n薬湯フルセット\n平日1,480円　土日祝1,680円\n館内着セット\n平日1,280円　土日祝1,480円\n深夜2時〜早朝5時（深夜割増料金）\n平日+1,800円　土日祝+2,300円\n早朝5時〜深夜1時30分\nお風呂ショート\n（男性：3時間、女性：無制限）\n平日880円　土日祝980円\n早朝5時〜8時\n朝風呂\n（120分、8時までに入館）\n平日680円　土日祝780円","https://sauna-ikitai.com/saunas/2128","2022/08/09 22:43:44"
"456","2672","139","対象：男女","福岡県 糟屋郡新宮町","新宮温泉 ふくの湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","福岡県 糟屋郡新宮町 三代西2-14-1","092-410-4126","https://www.fukunoyu.com/shingu/","年中無休","月曜日: 9時00分～3時00分\n火曜日: 9時00分～3時00分\n水曜日: 9時00分～3時00分\n木曜日: 9時00分～3時00分\n金曜日: 9時00分～3時00分\n土曜日: 9時00分～3時00分\n日曜日: 9時00分～3時00分","平日・土日・祝日\n入浴のみ\n大人:750円\n3歳～小学生まで:380円\n入浴＋岩盤浴セット:1300円\n\n平日限定セットプラン\n入浴＋お食事セット:1300円\n入浴＋岩盤浴＋お食事セット:1800円","https://sauna-ikitai.com/saunas/5848","2022/08/09 22:43:47"
"455","1386","165","対象：男女","新潟県 新潟市","日帰り温泉 じょんのび館","温浴施設（スーパー銭湯・サウナ・スパ施設）","新潟県 新潟市 西蒲区福井4067","0256-72-4126","http://jonnobi.com/","毎月第1・第3水曜日、12月31日\nただし、12月と1月は第3水曜日のみ休館日","月曜日: 10時00分～22時00分\n火曜日: 10時00分～22時00分\n水曜日: 10時00分～22時00分\n木曜日: 10時00分～22時00分\n金曜日: 10時00分～22時00分\n土曜日: 10時00分～22時00分\n日曜日: 10時00分～22時00分","大人680円 小人300円\n+200円でタオルセット貸し出し\n+100円で館内着貸し出し","https://sauna-ikitai.com/saunas/735","2022/08/09 22:43:51"
"455","932","10","対象：男女","東京都 調布市","湯の森 深大湯","銭湯（公衆浴場）","東京都 調布市 深大寺北町6-6-17-3","042-482-4652","http://jindaiyu.web.fc2.com/","木曜日と第3水曜日","月曜日: 15時00分～23時00分\n火曜日: 15時00分～23時00分\n水曜日: 15時00分〜23時00分(第3水曜日は休み)\n木曜日: 定休日\n金曜日: 15時00分～23時00分\n土曜日: 15時00分～23時00分\n日曜日: 14時00分～23時00分","入浴500円＋サウナ250円＝750円","https://sauna-ikitai.com/saunas/1862","2022/08/09 22:43:55"
"455","2231","55","対象：男女","東京都 江戸川区","スーパー銭湯湯処葛西","温浴施設（スーパー銭湯・サウナ・スパ施設）","東京都 江戸川区 東葛西9-3-5","03-3687-1126","http://www.yudokoro.jp/index2.html","毎月第三火曜日（祝祭日の場合は変更）\n8月は第四火曜日","緊急事態宣言中は10時00分〜20時00分\n\n月曜日: 10時00分～2時00分\n火曜日: 10時00分～2時00分\n水曜日: 10時00分～2時00分\n木曜日: 10時00分～2時00分\n金曜日: 10時00分～2時00分\n土曜日: 10時00分～2時00分\n日曜日: 10時00分～2時00分","大人(中学生以上)\n平日 800円\n土日祝 900円\n靴箱、ロッカーとも100円リターン式タイプなので、料金+200円無いと、ダメです。\nレンタルタオルセットないので、注意。","https://sauna-ikitai.com/saunas/1925","2022/08/09 22:43:59"
"451","2745","193","対象：男女","神奈川県 秦野市","湯花楽秦野","温浴施設（スーパー銭湯・サウナ・スパ施設）","神奈川県 秦野市 平沢295-2","0463-84-4126","http://www.yukaraku.com/hadano/","メンテナンスによる定休日あり","月曜日: 9時～25時(最終入館24時30分)\n火曜日: 9時～25時(最終入館24時30分)\n水曜日: 9時～25時(最終入館24時30分)\n木曜日: 9時～25時(最終入館24時30分)\n金曜日: 9時～25時(最終入館24時30分)\n土曜日: 7時～25時(最終入館24時30分)\n日曜日: 7時～25時(最終入館24時30分)","区分 平日 土日祝\n会員様 入浴 700円 800円\n一般様 入浴 800円 900円\nお子様 370円 210円\n2Fサウナ利用（サウナ着・マット付） 310円\nレンタルタオルセット 320円\n平日回数券（10枚綴り） 会員6,300円　一般7,300円\n全日回数券（10枚綴り） 会員7,300円　一般8,300円","https://sauna-ikitai.com/saunas/2323","2022/08/09 22:44:02"
"447","1762","126","対象：男女","三重県 四日市市","四日市温泉 おふろcafe 湯守座(おふろカフェユモリザ)","温浴施設（スーパー銭湯・サウナ・スパ施設）","三重県 四日市市 生桑町311","059-332-2611","http://ofurocafe-yumoriza.com/","-","2時〜5時は清掃の為入浴できません。ご注意下さい。\n月曜日: 10時00分～9時00分\n火曜日: 10時00分～9時00分\n水曜日: 10時00分～9時00分\n木曜日: 10時00分～9時00分\n金曜日: 10時00分～9時00分\n土曜日: 10時00分～9時00分\n日曜日: 10時00分～9時00分","●フリータイム(10:00～翌9:00深夜料金別)(館内着・タオル付)\n一般：平日 1,408円 土日祝 1,518円\n会員：平日 1,298円 土日祝 1,408円\n●銭湯コース(10:00～26:00)(館内着・タオル無)\n平日 605円 土日祝 660円(60分)\n平日 737円 土日祝 792円(90分)\n平日 935円 土日祝 990円(120分)\n●朝風呂コース(5:00～9:00)(館内着・タオル無)\n平日 605円 土日祝 660円","https://sauna-ikitai.com/saunas/2734","2022/08/09 22:44:07"
"447","121","11","対象：男女","徳島県 三好市","シモノロ・パーマネント(谷のサウナ)","ホテル・旅館","徳島県 三好市 池田町西山中塚1093 旧下野呂内小学校","-","https://shimonoro-p.jp","不定休・ご予約の際にご確認ください","10時00分～18時00分（最終受付16時）\n※ナイトパックの場合は翌朝9時まで\n※同日2回目以降は薪代2,000円\n※ナイトパック利用の場合はモーニングサウナも可","【サウナ】\n一般料金→3,000円\n四 国 割 →2,500円\n子ども割（10歳以上15歳まで）→1,000円\n同日2回目以降は追加料金2,000円\n\n【レンタル】\nポンチョ、タオル、サウナハット\n\n【個室】\nナイトパック（翌朝11時までの個室利用）→7,000円\n食事→夜食 2,500円、朝食1,200円\n\n【キャンプ】\n1サイト8,000円（ソロキャンのお一人さまは3,800円）、焚火は薪のご購入でご利用可","https://sauna-ikitai.com/saunas/6663","2022/08/09 22:44:11"
"446","2111","66","対象：男女","東京都 足立区","THE SPA 西新井","温浴施設（スーパー銭湯・サウナ・スパ施設）","東京都 足立区 西新井栄町1-17","03-5888-1526","http://www.central.co.jp/club/spa_nishiarai/index.html","-","月曜日: 11時00分～9時00分\n火曜日: 11時00分～9時00分\n水曜日: 11時00分～9時00分\n木曜日: 11時00分～9時00分\n金曜日: 11時00分～9時00分\n土曜日: 11時00分～9時00分\n日曜日: 11時00分～9時00分","平日　1038円\n土日祝　1252円","https://sauna-ikitai.com/saunas/1596","2022/08/09 22:44:14"
"445","2995","266","男性専用","東京都 台東区","サウナホテルニュー大泉 稲荷町店","温浴施設（スーパー銭湯・サウナ・スパ施設）","東京都 台東区 東上野6-2-8","03-3841-2555","https://ooizumi.info/70552/%e7%a8%b2%e8%8d%b7%e7%94%ba%e5%ba%97/","-","月曜日: 24 時間営業\n火曜日: 24 時間営業\n水曜日: 24 時間営業\n木曜日: 24 時間営業\n金曜日: 24 時間営業\n土曜日: 24 時間営業\n日曜日: 24 時間営業","3時間1200円\n8時間1850円\n宿泊3100円〜\nサウナスパ健康アドバイザー割引で8時間1600円\nPayPay利用可能\n\n※6月27日から料金値上げ\n3時間1400円\n8時間1950円","https://sauna-ikitai.com/saunas/1737","2022/08/09 22:44:17"
"444","737","32","対象：男女","愛知県 名古屋市","ぽかぽか温泉 新守山乃湯","銭湯（公衆浴場）","愛知県 名古屋市 守山区鳥羽見2-10-10","052-792-2226","https://www.pokapoka1126.com/","火曜日","平日: 15時00分～24時30分\n火曜日: 定休日\n日曜日: 8時00分～24時30分","サウナ付き大人560円\n手ぶらサウナセット660円（石鹸、シャンプーリンス、タオル大小）\n\n当湯専用サウナ付き回数券：4700円（10枚つづり）\nPayPay使用可","https://sauna-ikitai.com/saunas/2473","2022/08/09 22:44:20"
"444","45","6","対象：男女","京都府 京都市","森のサウナ Replus","温浴施設（スーパー銭湯・サウナ・スパ施設）","京都府 京都市 北区大宮秋葉山1-8","-","https://replus-sauna.com/","月、水、金","火、木：11：00〜19：00\n土、日：10：00〜18：00","平日1日1組5名まで55,000円\n土日祝1日1組5名まで60,000円","https://sauna-ikitai.com/saunas/11371","2022/08/09 22:44:24"
"443","1597","113","対象：男女","東京都 多摩市","永山健康ランド 竹取の湯","温浴施設（スーパー銭湯・サウナ・スパ施設）","東京都 多摩市 永山1-3-4 ヒューマックスパビリオン永山","042-337-1126","http://www.taketorinoyu.com/","なし。月一程度でメンテナンスあり。","朝9:00〜翌朝8:30","平日 大人 2,300円\n平日 学生 1,700円\n平日 小人 900円\n土日祝 大人 2,500円\n土日祝 学生 1,900円\n土日祝 小人 900円\n\nあさっぷろ 1200円 (6:00-7:30)\nおそっぷろ 平日1500円 土日1700円 (22:00-1:00)\n\n深夜追加料金(別途)\n+1,600円\n\n会員料金\n平日 2,200円\n土日祝 2,400円\n\nシニア会員料金\n平日 1,800円\n土日祝 2,000円\n\n※2022/04/29入館料金改定","https://sauna-ikitai.com/saunas/1989","2022/08/09 22:44:28"
